tickers,Name,method,aic,aicc,bic,sigma,closePrice,lowGrowth,meanGrowth,highGrowth,predicted,highGrowthLim,lowGrowthLim
NECAD,New America Energy Corp.,"ARIMA(2,1,1)",-1337.78,-1337.62,-1323.6,0,0.02,-0.04,0,0.04,0.02,0.06,-0.02
NEPT,Neptune Wellness Solutions Inc.,"ARIMA(1,1,0) with drift",990.69,990.78,1001.32,2.76,0.72,-14.08,-1.73,10.62,-1.01,11.34,-13.36
NEWH,"Newhydrogen, Inc.","ARIMA(2,1,3)",-2836.04,-2835.7,-2814.77,0,0.01,-0.01,0,0.01,0.01,0.02,0
NEXI,"Neximmune, Inc.","ARIMA(5,1,0) with drift",555.75,556.21,580.57,0.5,3.72,-3.72,-0.49,2.75,3.23,6.47,0
NGLD,Nevada Canyon Gold Corp.,"ARIMA(2,1,3) with drift",-369.34,-368.89,-344.52,0.01,3.52,-0.3,0.2,0.7,3.72,4.21,3.22
NGTF,"Nightfood Holdings, Inc.","ARIMA(1,1,4)",-1845.75,-1845.42,-1824.48,0,0.02,-0.03,0,0.03,0.02,0.05,-0.01
NHIQ,"Nanthealth, Inc.","ARIMA(4,1,0) with drift",72.64,72.97,93.91,0.08,0.4,-1.29,-0.21,0.86,0.19,1.26,-0.89
NHMD,Nate'S Food Co.,"ARIMA(0,1,5)",-3894.93,-3894.6,-3873.66,0,0,0,0,0,0,0,0
NHNKY,Nihon Kohden Corporation/Adr,"ARIMA(0,1,1)",42.99,43.04,50.08,0.07,11.85,-1.15,-0.03,1.1,11.83,12.96,10.7
NLST,Netlist Inc,"ARIMA(0,1,0)",-107.65,-107.63,-104.11,0.04,1.17,-1.21,0,1.21,1.17,2.38,-0.04
NMRD,Nemaura Medical Inc.,"ARIMA(0,1,5) with drift",-442.05,-441.6,-417.23,0.01,0.26,-0.58,-0.1,0.38,0.16,0.64,-0.32
NMTRQ,"9 Meters Biopharma, Inc.","ARIMA(2,1,2) with drift",-495.37,-495.03,-474.1,0.01,0,-0.76,-0.08,0.6,-0.08,0.6,-0.76
NOVNQ,"Nvn Liquidation, Inc.","ARIMA(0,1,1)",-605.65,-605.6,-598.56,0.01,0,-0.5,0,0.5,0,0.5,-0.5
NREG,"Springs Rejuvenation, Inc.","ARIMA(2,0,1) with non-zero mean",-2855.06,-2854.82,-2837.32,0,0,0,0,0,0,0.01,0
NRIS,"Norris Industries, Inc.","ARIMA(0,1,0)",-1814.99,-1814.98,-1811.45,0,0.06,-0.04,0,0.04,0.06,0.1,0.02
NRSCF,Nomura Holdings Inc,"ARIMA(2,1,1)",-737.54,-737.38,-723.36,0,3.85,-0.33,0,0.33,3.85,4.18,3.52
NSGP,Newstream Energy Technologies Group Inc,"ARIMA(1,1,1)",-1039.93,-1039.83,-1029.29,0,0.2,-0.08,0,0.08,0.2,0.28,0.12
NSPDF,Naturally Splendid Enterprises Ltd.,"ARIMA(0,1,0)",-2131.75,-2131.73,-2128.2,0,0,-0.02,0,0.02,0,0.03,-0.02
NSRCF,Nextsource Materials Inc.,"ARIMA(2,1,3)",-665,-664.66,-643.73,0,1,-0.37,-0.01,0.35,0.99,1.35,0.63
NTDTY,Ntt Data Corp,"ARIMA(1,1,0)",116.23,116.28,123.32,0.09,12.16,-1.71,-0.01,1.69,12.15,13.85,10.45
NTRR,Neutra Corp.,"ARIMA(0,1,1)",-4223.3,-4223.25,-4216.21,0,0,0,0,0,0,0,0
NUGN,"Livento Group, Inc.","ARIMA(2,1,2) with drift",-2146.87,-2146.53,-2125.6,0,0.01,-0.02,0,0.02,0.01,0.03,-0.01
NUKK,Nukkleus Inc.,"ARIMA(1,1,1)",-1351.33,-1351.23,-1340.69,0,0.15,-0.06,-0.01,0.04,0.14,0.19,0.09
NUMD,"Nu-Med Plus, Inc.","ARIMA(0,1,2)",-2524.11,-2524.02,-2513.48,0,0.02,0,0,0.01,0.02,0.03,0.01
NURO,"Neurometrix, Inc.","ARIMA(2,1,0) with drift",-796.37,-796.21,-782.19,0,0.47,-0.3,-0.04,0.22,0.42,0.69,0.16
NUVI,Emo Capital Corp.,"ARIMA(0,1,1)",-2555.2,-2555.15,-2548.11,0,0.01,-0.01,0,0.01,0.01,0.02,0
NVDEF,Nevada Exploration Inc,"ARIMA(2,1,3)",-1460.29,-1459.95,-1439.02,0,0.08,-0.07,0,0.07,0.08,0.15,0.01
NVSGF,Nevada Sunrise Metals Corp.,"ARIMA(2,1,3) with drift",-1706.09,-1705.64,-1681.27,0,0.05,-0.04,-0.01,0.03,0.05,0.08,0.01
NWPP,New Peoples Bankshares Inc,"ARIMA(0,1,4)",-856.13,-855.89,-838.4,0,2.35,-0.17,0.03,0.24,2.38,2.59,2.18
NXL,"Nexalin Technology, Inc.","ARIMA(0,1,4)",-656.26,-656.02,-638.53,0,0.29,-0.59,0,0.58,0.29,0.87,-0.3
NXTP,Nextplay Technologies Inc.,"ARIMA(3,2,1)",-284.64,-284.4,-266.93,0.02,0.65,-0.85,-0.1,0.65,0.55,1.3,-0.2
OCEL,"Organicell Regenerative Medicine, Inc.","ARIMA(5,1,0)",-2388.78,-2388.44,-2367.51,0,0.01,-0.01,0,0.01,0.01,0.02,0
OCGN,"Ocugen, Inc.","ARIMA(3,1,2) with drift",-844.28,-843.83,-819.46,0,0.37,-0.23,-0.06,0.12,0.31,0.49,0.14
OCLN,"Originclear, Inc.","ARIMA(3,1,1)",-2659.14,-2658.9,-2641.41,0,0.01,0,0,0.01,0.01,0.01,0
OFED,Oconee Federal Financial Corp.,"ARIMA(0,1,0) with drift",412.1,412.14,419.19,0.29,11.49,-3.9,-0.57,2.77,10.92,14.26,7.59
OILY,Sino American Oil Co,"ARIMA(1,1,1) with drift",-613.47,-613.31,-599.29,0.01,0.1,-0.18,0.01,0.2,0.11,0.3,-0.08
OLB,"Olb Group, Inc.","ARIMA(2,1,0)",-818.77,-818.67,-808.13,0,0.56,-0.25,0,0.25,0.56,0.81,0.32
OLCLY,"Oriental Land Co., Ltd./Adr","ARIMA(4,1,0)",463.08,463.32,480.8,0.35,32.42,-3.22,0.04,3.3,32.46,35.72,29.2
OMHI,Portage Resources Inc.,"ARIMA(0,1,1)",-935.96,-935.91,-928.87,0,0.33,-0.2,0,0.2,0.33,0.53,0.13
OMTK,Omnitek Engineering Corp,"ARIMA(1,1,1)",-2113.97,-2113.87,-2103.33,0,0.03,-0.02,0,0.01,0.02,0.04,0.01
ONCI,On4 Communications Inc.,"ARIMA(1,1,1)",-4520.53,-4520.44,-4509.9,0,0,0,0,0,0,0,0
ONCSQ,Oncosec Medical Inc,"ARIMA(4,2,1)",95.28,95.62,116.53,0.08,0.03,-1.83,0.01,1.85,0.04,1.87,-1.8
ONCT,"Oncternal Therapeutics, Inc.","ARIMA(2,1,2)",-898.94,-898.7,-881.21,0,0.34,-0.27,0.01,0.29,0.35,0.63,0.07
ONEI,Onemeta Inc.,"ARIMA(1,1,2)",-532.72,-532.56,-518.54,0.01,0.5,-0.29,0.06,0.41,0.56,0.91,0.21
OPGN,Opgen Inc,"ARIMA(0,1,3) with drift",-94.13,-93.89,-76.41,0.04,0.66,-0.94,-0.13,0.68,0.53,1.34,-0.28
ORGS,Orgenesis Inc.,"ARIMA(0,1,0)",-522.26,-522.24,-518.71,0.01,0.68,-0.54,0,0.54,0.68,1.22,0.14
ORRCF,Oroco Resource Corp,"ARIMA(1,1,2)",-1276.64,-1276.48,-1262.46,0,0.34,-0.12,0,0.12,0.34,0.46,0.21
OUKPF,Outotec Oyj,"ARIMA(1,1,3)",146.35,146.59,164.08,0.1,8.4,-1.28,0.15,1.58,8.55,9.98,7.12
OUKPY,Outotec Oyj,"ARIMA(0,2,2)",-285.2,-285.1,-274.57,0.02,4.41,-0.98,-0.2,0.57,4.21,4.98,3.43
OWPC,"One World Products, Inc.","ARIMA(3,1,2)",-1805.14,-1804.8,-1783.86,0,0.05,-0.03,0,0.04,0.05,0.08,0.02
OXBC,Oxford Bank Corp,"ARIMA(0,1,3)",203.72,203.87,217.9,0.13,31.5,-1.52,0,1.53,31.5,33.03,29.98
PALI,"Palisade Bio, Inc.","ARIMA(1,1,1) with drift",102.85,103,117.03,0.09,0.56,-1.42,-0.29,0.85,0.27,1.4,-0.86
PBCRF,Pt Bank Central Asia Tbk / Adr,"ARIMA(5,1,0)",-1432.66,-1432.32,-1411.39,0,0.54,-0.03,0.02,0.06,0.55,0.6,0.5
PBCRY,Pt Bank Central Asia Tbk / Adr,"ARIMA(5,1,0)",-47.24,-46.91,-25.97,0.05,13.74,-0.88,0.06,1,13.8,14.75,12.86
PBMLF,Pacific Booker Minerals Inc.,"ARIMA(5,1,0)",-782.56,-782.22,-761.29,0,0.5,-0.27,0,0.28,0.5,0.78,0.23
PBNNF,Pt Bank Negara Indonesia (Persero) Tbk/Adr,"ARIMA(0,1,5)",-1322.46,-1322.13,-1301.19,0,0.4,-0.12,-0.07,-0.02,0.33,0.38,0.28
PBSV,"Pharma-Bio Serv, Inc.","ARIMA(0,1,4)",-791.12,-790.88,-773.39,0,0.85,-0.16,0.01,0.19,0.86,1.03,0.69
PCSA,"Processa Pharmaceuticals, Inc.","ARIMA(2,1,0) with drift",-803.29,-803.13,-789.11,0,0.35,-0.43,-0.06,0.31,0.29,0.66,-0.08
PGTK,Pacific Green Technologies Inc.,"ARIMA(5,1,0)",-959.77,-959.43,-938.49,0,0.38,-0.16,0,0.16,0.38,0.54,0.22
PHASQ,Phasebio Pharmaceuticals Inc,"ARIMA(4,1,1)",-1802.19,-1801.86,-1780.92,0,0,-0.04,0,0.04,0,0.04,-0.04
PHBI,Pharmagreen Biotech Inc.,"ARIMA(0,1,1) with drift",-3144.94,-3144.84,-3134.3,0,0,0,0,0,0,0,0
PHCG,"Pure Harvest Corporate Group, Inc.","ARIMA(0,1,5) with drift",-2729.53,-2729.08,-2704.71,0,0,-0.01,0,0,0,0,0
PIRS,"Pieris Pharmaceuticals, Inc.","ARIMA(0,1,0)",-633,-632.99,-629.46,0,0.24,-0.43,0,0.43,0.24,0.67,-0.2
PKKFF,Tenet Fintech Group Inc.,"ARIMA(0,1,2) with drift",-1046.49,-1046.33,-1032.31,0,0.17,-0.17,-0.02,0.14,0.15,0.31,0
PLPL,"Plandai Biotechnology, Inc.","ARIMA(2,1,3)",-3983.96,-3983.63,-3962.69,0,0,0,0,0,0,0,0
PLSH,"Panacea Life Sciences Holdings, Inc.","ARIMA(2,1,0)",-930.54,-930.44,-919.9,0,0.17,-0.15,0,0.16,0.18,0.33,0.02
PLYN,"Palayan Resources, Inc.","ARIMA(0,1,5) with drift",-2118.39,-2117.94,-2093.57,0,0,-0.01,0,0.01,0,0.01,-0.01
PMCOF,Prospector Metals Corp.,"ARIMA(0,1,1)",-1730.76,-1730.71,-1723.67,0,0.06,-0.04,0,0.04,0.06,0.1,0.02
PMHG,Prime Meridian Holding Co,"ARIMA(0,1,0)",208.74,208.76,212.29,0.13,21.81,-2.25,0,2.25,21.81,24.06,19.56
PMPG,"Premier Product Group, Inc.","ARIMA(0,1,2)",-3990.14,-3990.04,-3979.5,0,0,0,0,0,0,0,0
PPCB,"Propanc Biopharma, Inc.","ARIMA(2,1,2)",-1566.61,-1566.37,-1548.88,0,0.01,-0.04,0,0.04,0.01,0.05,-0.03
PPERF,Pt Bank Mandiri (Persero) Tbk / Adr,"ARIMA(1,1,1)",-1706.59,-1706.49,-1695.95,0,0.38,-0.03,0,0.02,0.38,0.4,0.35
PPERY,Pt Bank Mandiri (Persero) Tbk / Adr,"ARIMA(0,1,4)",-59.02,-58.78,-41.29,0.05,14.21,-0.85,0.13,1.1,14.34,15.31,13.36
PRKA,"Parks America, Inc","ARIMA(0,1,3)",-1136.18,-1136.02,-1122,0,0.33,-0.08,0,0.08,0.33,0.41,0.25
PRPI,Perpetual Industries Inc.,"ARIMA(0,1,1)",-1505.02,-1504.98,-1497.93,0,0.05,-0.05,0,0.06,0.05,0.11,0
PRRY,"Planet Resource Recovery, Inc.","ARIMA(1,1,2)",-1228.82,-1228.66,-1214.64,0,0.01,-0.09,0,0.09,0.01,0.09,-0.08
PSRU,"Valiant Eagle, Inc.","ARIMA(0,1,5)",-4470.33,-4470,-4449.06,0,0,0,0,0,0,0,0
PSWW,"Principal Solar, Inc.","ARIMA(2,1,2)",-3000.22,-2999.98,-2982.49,0,0,0,0,0,0,0.01,0
PTAM,"Potash America, Inc.","ARIMA(0,1,4)",-3819.81,-3819.57,-3802.08,0,0,0,0,0,0,0,0
PTBRY,Pt Bank Negara Indonesia (Persero) Tbk/Adr,"ARIMA(2,1,3)",121.71,122.05,142.98,0.09,15.2,-1.03,0.24,1.52,15.44,16.71,14.16
PTCO,Petrogas Co,"ARIMA(4,1,1)",-802.72,-802.38,-781.45,0,0.12,-0.12,0.02,0.17,0.14,0.29,0
PTOS,"P2 Solar, Inc.","ARIMA(0,1,2)",-2467.02,-2466.92,-2456.38,0,0,-0.01,0,0.01,0,0.01,0
PTPIF,Pt Chandra Asri Petrochemical Tbk/Adr,"ARIMA(3,1,0)",-2158.79,-2158.63,-2144.61,0,0.17,-0.02,0,0.02,0.17,0.19,0.15
PUBC,Purebase Corp,"ARIMA(1,1,3)",-1450.71,-1450.47,-1432.98,0,0.09,-0.04,0,0.04,0.1,0.14,0.06
PUGE,"Puget Technologies, Inc.","ARIMA(1,1,2)",-4546.98,-4546.82,-4532.8,0,0,0,0,0,0,0,0
PUTKF,Pt United Tractors Tbk / Adr,"ARIMA(5,1,0)",-1042.11,-1041.78,-1020.84,0,1.77,-0.18,0,0.18,1.77,1.95,1.59
PUTKY,Pt United Tractors Tbk / Adr,"ARIMA(0,1,1)",711.28,711.32,718.37,0.93,30.9,-5.41,-0.07,5.26,30.83,36.16,25.49
QBIO,Q Biomed Inc.,"ARIMA(0,1,1)",-2576.21,-2576.16,-2569.11,0,0,-0.01,0,0.01,0,0.01,-0.01
QIND,Quality Industrial Corp.,"ARIMA(3,1,2)",-1124.43,-1124.09,-1103.16,0,0.21,-0.17,0,0.17,0.21,0.38,0.04
QOEG,Quality Online Education Group Inc.,"ARIMA(0,1,3) with drift",-1940.26,-1940.02,-1922.53,0,0.01,-0.02,0,0.01,0.01,0.02,-0.01
QREE,Quantum Energy Inc.,"ARIMA(2,1,2)",762.36,762.6,780.09,1.12,0.42,-7.3,0.03,7.36,0.45,7.78,-6.88
QRTEA,"Qurate Retail, Inc.","ARIMA(2,1,3)",-492.92,-492.58,-471.65,0.01,0.44,-0.57,0,0.57,0.44,1.01,-0.13
QSAM,"Qsam Biosciences, Inc.","ARIMA(4,1,1)",-50.25,-49.91,-28.98,0.05,5.15,-1.04,-0.07,0.89,5.08,6.04,4.11
QWTR,"Quest Water Global, Inc.","ARIMA(0,1,5)",-1630.44,-1630.1,-1609.17,0,0.03,-0.03,0,0.04,0.03,0.06,-0.01
RAHGF,"Roan Holdings Group Co., Ltd.","ARIMA(0,1,1)",-1629.35,-1629.3,-1622.25,0,0.02,-0.04,0,0.04,0.02,0.06,-0.02
RASP,Rasna Therapeutics Inc.,"ARIMA(0,1,0)",-2063.71,-2063.69,-2060.16,0,0.01,-0.03,0,0.03,0.01,0.03,-0.02
RAYT,Rayont Inc.,"ARIMA(0,1,2)",-619,-618.9,-608.36,0.01,0.03,-0.4,0,0.4,0.03,0.43,-0.37
RBCN,"Rubicon Technology, Inc.","ARIMA(0,1,1)",-349.61,-349.56,-342.52,0.01,0.53,-0.55,0.02,0.6,0.55,1.13,-0.02
RBSH,"Rebus Holdings, Inc.","ARIMA(1,1,1)",-2510.86,-2510.77,-2500.23,0,0.01,-0.01,0,0.01,0.01,0.01,0
RCON,"Recon Technology, Ltd","ARIMA(0,1,4)",-634.51,-634.27,-616.78,0,0.23,-0.49,0,0.48,0.23,0.72,-0.26
RCRT,"Recruiter.Com Group, Inc.","ARIMA(0,1,0)",386.37,386.39,389.92,0.26,1.14,-3.18,0,3.18,1.14,4.32,-2.04
RDAR,"Raadr, Inc.","ARIMA(5,1,0)",-2602.79,-2602.45,-2581.52,0,0,0,0,0,0,0.01,0
RDEIY,Red Electrica Corporacion Sa/Adr,"ARIMA(3,1,2)",-383.25,-382.92,-361.98,0.01,7.96,-0.67,-0.04,0.59,7.92,8.55,7.29
RDGL,Vivos Inc,"ARIMA(2,1,0)",-2118.15,-2118.05,-2107.51,0,0.06,-0.02,0,0.02,0.06,0.08,0.04
RDHL,Redhill Biopharma Ltd.,"ARIMA(4,1,1)",406.97,407.31,428.24,0.28,0.45,-5.43,-0.03,5.36,0.41,5.81,-4.98
REEMF,Rare Element Resources Ltd,"ARIMA(1,1,2)",-984.67,-984.51,-970.49,0,0.47,-0.19,-0.01,0.18,0.47,0.66,0.28
RENO,"Renovare Environmental, Inc.","ARIMA(2,1,3)",-2947.8,-2947.46,-2926.53,0,0,0,0,0,0,0,0
RENT,"Rent The Runway, Inc.","ARIMA(0,1,3)",-201.83,-201.67,-187.65,0.03,0.54,-1.03,0.01,1.04,0.54,1.58,-0.49
REOS,Reostar Energy Corp,"ARIMA(0,1,0)",-2531.05,-2531.04,-2527.51,0,0.01,-0.01,0,0.01,0.01,0.02,0
REPCF,Replicel Life Sciences Inc.,"ARIMA(0,1,3)",-1521.86,-1521.7,-1507.68,0,0.07,-0.06,-0.01,0.04,0.07,0.12,0.02
RFLFF,Raffles Education Corp Ltd,"ARIMA(0,1,0)",-2871.47,-2871.45,-2867.93,0,0.04,-0.01,0,0.01,0.04,0.05,0.03
RGBP,Regen Biopharma Inc,"ARIMA(1,1,2)",-52.83,-52.67,-38.65,0.05,1.56,-0.9,0.1,1.1,1.66,2.66,0.66
RGBPP,Regen Biopharma Inc,"ARIMA(2,1,1)",664.09,664.24,678.27,0.77,3,-3.46,0.27,4.01,3.27,7.01,-0.46
RINO,"Join Entertainment Holdings, Inc.","ARIMA(0,1,2)",-2054.87,-2054.77,-2044.23,0,0,-0.01,0,0.01,0,0.01,-0.01
RMESF,"Red Metal Resources, Ltd.","ARIMA(3,1,1)",-1670.16,-1669.92,-1652.44,0,0.03,-0.04,-0.01,0.03,0.02,0.06,-0.01
RMHI,"Retrieve Medical Holdings, Inc.","ARIMA(0,1,5)",485.69,486.02,506.96,0.38,3.8,-3.24,-0.03,3.19,3.77,6.99,0.56
RMSL,Remsleep Holdings Inc.,"ARIMA(0,1,3)",-2969.18,-2969.02,-2955,0,0.01,0,0,0,0.01,0.02,0.01
RNWR,808 Renewable Energy Corp,"ARIMA(3,1,2) with drift",-1818.69,-1818.24,-1793.88,0,0,-0.02,-0.01,0.01,-0.01,0.01,-0.02
RNXT,"Renovorx, Inc.","ARIMA(0,1,2)",-135.31,-135.22,-124.68,0.03,1.14,-1.3,0.02,1.35,1.16,2.49,-0.16
ROHCY,"Rohm Co., Ltd.","ARIMA(3,2,2)",297.87,298.2,319.11,0.18,15.86,-3.42,-0.88,1.67,14.98,17.53,12.44
ROYMY,Royal Mail Plc/Adr,"ARIMA(0,1,0)",-290.38,-290.36,-286.83,0.02,5.9,-0.85,0,0.85,5.9,6.75,5.05
RPMT,"Rego Payment Architectures, Inc.","ARIMA(1,1,0)",-794.55,-794.5,-787.46,0,1.5,-0.28,0,0.28,1.5,1.78,1.22
RSLS,Reshape Lifesciences Inc.,"ARIMA(0,1,1) with drift",758.33,758.43,768.97,1.11,0.25,-3.85,-0.69,2.46,-0.45,2.71,-3.6
RTOND,"Right On Brands, Inc.","ARIMA(2,1,2)",-1535.9,-1535.66,-1518.18,0,0.03,-0.03,0,0.03,0.03,0.06,0
RTSL,"Rapid Therapeutic Science Laboratories, Inc.","ARIMA(0,1,3) with drift",-705.08,-704.84,-687.35,0,0,-0.39,-0.06,0.27,-0.05,0.28,-0.38
RVYL,Ryvyl Inc.,"ARIMA(2,1,3)",567.69,568.02,588.96,0.52,1.85,-4.99,-0.03,4.93,1.82,6.78,-3.14
RWLK,Rewalk Robotics Ltd.,"ARIMA(2,1,0)",-1189.7,-1189.6,-1179.06,0,0.75,-0.15,0.01,0.18,0.76,0.93,0.6
RXMD,Progressive Care Inc.,"ARIMA(0,1,4)",404.37,404.61,422.1,0.28,3.61,-3.39,-0.34,2.72,3.27,6.33,0.22
RYDAF,Shell Plc,"ARIMA(1,1,2)",468.48,468.64,482.66,0.36,31.3,-2.04,0.29,2.62,31.59,33.92,29.26
RYES,Rise Gold Corp.,"ARIMA(0,1,2)",-1054.9,-1054.81,-1044.27,0,0.19,-0.21,0,0.21,0.18,0.4,-0.03
RYNL,"Reynaldo'S Mexican Food Company, Inc.","ARIMA(0,1,5)",-1817.17,-1816.84,-1795.9,0,0,-0.04,0,0.04,0,0.04,-0.04
SAML,"Samsara Luggage, Inc.","ARIMA(3,1,2) with drift",-1684.51,-1684.05,-1659.69,0,0.01,-0.03,-0.01,0.02,0,0.03,-0.03
SANW,S&W Seed Co,"ARIMA(0,1,0)",-724.67,-724.66,-721.13,0,0.67,-0.36,0,0.36,0.67,1.03,0.31
SAUHF,Straumann Holding Ag / Adr,"ARIMA(0,1,2)",1462.77,1462.87,1473.41,17.46,120.7,-20.49,-2.52,15.46,118.18,136.16,100.21
SAUHY,Straumann Holding Ag / Adr,"ARIMA(3,2,1)",156.79,157.03,174.5,0.1,11.72,-2.4,-0.63,1.15,11.09,12.87,9.32
SBFM,"Sunshine Biopharma, Inc","ARIMA(0,1,1)",-872.61,-872.56,-865.52,0,0.3,-0.23,0,0.23,0.3,0.53,0.07
SCNI,Scinai Immunotherapeutics Ltd.,"ARIMA(0,1,1)",239.5,239.55,246.59,0.15,0.66,-3.06,0,3.07,0.66,3.73,-2.4
SCTC,Odysight.Ai Inc.,"ARIMA(1,1,3)",196.79,197.03,214.51,0.12,2.7,-1.4,0,1.4,2.7,4.1,1.3
SCTL,"Societal Cdmo, Inc.","ARIMA(1,1,1) with drift",-819.97,-819.81,-805.79,0,0.34,-0.37,-0.05,0.26,0.29,0.61,-0.02
SCYYF,Scandium International Mining Corp.,"ARIMA(3,1,2)",-1698.39,-1698.05,-1677.12,0,0.03,-0.03,-0.01,0.02,0.02,0.05,0
SDSYA,South Dakota Soybean Processors Llc,"ARIMA(4,1,0) with drift",-487.59,-487.25,-466.32,0.01,9.6,-0.45,0.1,0.65,9.7,10.25,9.15
SDTTU,Sandridge Mississippian Trust I,"ARIMA(0,1,1)",-1787.7,-1787.65,-1780.61,0,0.08,-0.02,0,0.02,0.08,0.09,0.06
SEED,Origin Agritech Ltd,"ARIMA(4,1,0)",111.16,111.4,128.89,0.09,2.69,-2.15,0.05,2.24,2.74,4.93,0.54
SENR,"Strategic Environmental & Energy Resources, Inc.","ARIMA(0,1,1)",-1323.88,-1323.84,-1316.79,0,0.05,-0.08,0,0.08,0.05,0.12,-0.03
SFIO,"Starfleet Innotech, Inc.","ARIMA(2,1,2) with drift",-3026.92,-3026.59,-3005.65,0,0.01,0,0,0,0.01,0.01,0
SFUNY,Fang Holdings Ltd,"ARIMA(0,1,0)",324.76,324.77,328.3,0.21,6.1,-2.82,0,2.82,6.1,8.92,3.28
SGIOF,Shionogi & Co Ltd,"ARIMA(2,1,0)",564.49,564.59,575.13,0.52,45.5,-3.78,0,3.78,45.5,49.28,41.72
SGIOY,Shionogi & Co Ltd,"ARIMA(2,1,0)",-164.55,-164.46,-153.92,0.03,11.65,-0.91,-0.04,0.83,11.61,12.48,10.74
SGLDF,Kidoz Inc.,"ARIMA(0,1,3) with drift",-1440.93,-1440.69,-1423.21,0,0.08,-0.04,0,0.04,0.08,0.12,0.04
SGLY,Singularity Future Technology Ltd.,"ARIMA(2,1,3)",-537.7,-537.37,-516.43,0.01,0.53,-0.68,0.01,0.7,0.54,1.23,-0.15
SHECF,"Shin-Etsu Chemical Co., Ltd.","ARIMA(0,1,1)",501.55,501.6,508.64,0.41,30.09,-3.31,-0.03,3.25,30.06,33.34,26.79
SHECY,"Shin-Etsu Chemical Co., Ltd.","ARIMA(0,1,0)",-4.45,-4.43,-0.9,0.06,14.91,-1.48,0,1.48,14.91,16.39,13.43
SHMP,Naturalshrimp Inc,"ARIMA(2,1,3) with drift",-2006.05,-2005.6,-1981.24,0,0.02,-0.03,0,0.02,0.02,0.04,-0.01
SHVLF,Starcore International Mines Ltd.,"ARIMA(1,1,0)",-1740.35,-1740.3,-1733.26,0,0.1,-0.04,0,0.04,0.1,0.14,0.06
SICP,Silvergate Capital Corp,"ARIMA(4,2,1)",964.45,964.79,985.7,2.47,0.24,-9.77,0.03,9.84,0.27,10.08,-9.53
SILEF,Silver Elephant Mining Corp.,"ARIMA(3,1,2)",-1350.17,-1349.84,-1328.9,0,0.2,-0.08,0,0.09,0.2,0.28,0.12
SIMPQ,"Simply, Inc.","ARIMA(0,1,4)",-2570.02,-2569.78,-2552.29,0,0,-0.01,0,0.01,0,0.01,-0.01
SINC,Sincerity Applied Materials Holdings Corp.,"ARIMA(0,1,5)",-1136.39,-1136.05,-1115.12,0,0.34,-0.21,-0.1,0.02,0.24,0.36,0.13
SING,Singlepoint Inc.,"ARIMA(1,1,0) with drift",818.48,818.57,829.11,1.41,0.76,-7.53,-1.49,4.54,-0.73,5.3,-6.77
SINT,"Sintx Technologies, Inc.","ARIMA(3,1,2) with drift",389.07,389.52,413.89,0.26,0.46,-3.05,-0.39,2.28,0.08,2.74,-2.59
SISI,"Shineco, Inc.","ARIMA(1,1,4)",-394.9,-394.57,-373.63,0.01,0.12,-1.01,0.01,1.03,0.13,1.14,-0.89
SITS,"Southern Its International, Inc.","ARIMA(0,1,2)",-1895.41,-1895.31,-1884.77,0,0.06,-0.03,0,0.03,0.06,0.09,0.03
SIXWF,Sixth Wave Innovations Inc.,"ARIMA(0,1,1) with drift",-1038.15,-1038.06,-1027.52,0,0.05,-0.08,0,0.07,0.05,0.12,-0.03
SKKY,"Skkynet Cloud Systems, Inc.","ARIMA(0,1,2)",-1166.44,-1166.34,-1155.8,0,0.31,-0.12,0.01,0.13,0.32,0.45,0.2
SKYE,"Skye Bioscience, Inc.","ARIMA(0,1,1)",-30.01,-29.96,-22.92,0.05,1.75,-1.29,-0.01,1.27,1.74,3.02,0.46
SLDC,"Telco Cuba, Inc.","ARIMA(2,1,2)",-2612.27,-2612.03,-2594.54,0,0,-0.01,0,0,0,0.01,0
SLTN,"Silverton Energy, Inc.","ARIMA(0,1,4)",-1059.87,-1059.63,-1042.15,0,0.01,-0.17,0,0.17,0.01,0.17,-0.16
SMBMF,Sembcorp Marine Ltd.,"ARIMA(1,0,1) with non-zero mean",-2028.38,-2028.22,-2014.19,0,0.08,-0.01,0.01,0.02,0.09,0.1,0.07
SMBMY,Sembcorp Marine Ltd.,"ARIMA(0,1,1)",-963.63,-963.59,-956.54,0,0.78,-0.19,0.01,0.21,0.79,0.99,0.59
SMCE,"Smc Entertainment, Inc.","ARIMA(1,1,1) with drift",-3672.16,-3672,-3657.98,0,0,0,0,0,0,0,0
SMGI,Smg Industries Inc.,"ARIMA(0,1,2)",-1126.9,-1126.81,-1116.27,0,0.28,-0.09,0,0.09,0.28,0.37,0.19
SMME,"Smartmetric, Inc.","ARIMA(1,1,1)",-3768.98,-3768.89,-3758.35,0,0,0,0,0,0,0,0
SMREF,Sun Summit Minerals Corp.,"ARIMA(0,1,2)",-2082.32,-2082.23,-2071.69,0,0.03,-0.03,0,0.03,0.03,0.06,0.01
SNBH,Sentient Brands Holdings Inc.,"ARIMA(1,1,1)",-1505.58,-1505.49,-1494.95,0,0.1,-0.06,0,0.06,0.1,0.16,0.05
SNNC,"Sibannac, Inc.","ARIMA(2,1,1)",-2238.53,-2238.37,-2224.34,0,0.01,-0.01,0,0.01,0.01,0.02,0
